obs,DATE,DLGNI,DLM2,GNI,GNI_PC,LGNI,LM2,M2,M2_PC
1991Q2,726922,0.044553271951429,0.0366422817168779,58260,4.556067428434,10.9726710305134,11.9620845993642,156699.4,3.73218854572475
1991Q3,727013,0.0420587165908355,0.0554723452086687,60762.6,4.29557157569516,11.0147297471043,12.0175569445729,165637.5,5.70397844535462
1991Q4,727105,0.0476244512984962,0.0494254579415898,63726.4,4.87767146237983,11.0623541984028,12.0669824025145,174029.9,5.06672703946871
1992Q1,727197,0.0252947011241424,0.0412094620454564,65358.9,2.56173265710915,11.0876488995269,12.1081918645599,181351.4,4.20703568754563
1992Q2,727288,0.0365122199959842,0.0364951509104685,67789.4,3.71869783610188,11.1241611195229,12.1446870154704,188092.1,3.71692746788832
1992Q3,727379,0.0148574956462149,0.0520542276308795,68804.1,1.49684168911366,11.1390186151691,12.1967412431013,198142.4,5.34328661331336
1992Q4,727471,0.0279754157010075,0.0650919786377617,70756.1,2.83704023452092,11.1669940308701,12.261833221739,211468.9,6.72571847317889
1993Q1,727563,0.0304203690896543,0.0410552876658752,72941.6,3.08877962465428,11.1974143999598,12.3028885094049,220331.5,4.19097087089402
1993Q2,727653,0.0471399957595686,0.0358027998394412,76462.4,4.82687519878915,11.2445543957193,12.3386913092444,228362.9,3.64514379469119
1993Q3,727744,0.0279427431877544,0.0604602414410103,78629.1,2.83368034484925,11.2724971389071,12.3991515506854,242595.7,6.23253602051823
1993Q4,727836,0.0338739109756148,0.0231246197893462,81338.2,3.44541651882062,11.3063710498827,12.4222761704747,248271,2.33940667538624
1994Q1,727928,0.0532027492968563,0.0523075781731528,85782.8,5.46434516623187,11.3595737991796,12.4745837486479,261603.1,5.36997877319543
1994Q2,728018,0.0402882253031542,0.052105015627335,89309.4,4.11108054295266,11.3998620244827,12.5266887642752,275595.3,5.348636923645
1994Q3,728109,0.0357600607602233,0.0387083620688387,92560.9,3.64071419133931,11.4356220852429,12.565397126344,286472.3,3.94672913507597
1994Q4,728201,0.0482473110940322,0.0483312261795792,97136.2,4.94301589548072,11.483869396337,12.6137283525236,300657.9,4.95182256713826
1995Q1,728293,0.0379890504792115,0.0339722385998442,100897.3,3.87198593315365,11.5218584468162,12.6477005911235,311047.4,3.45558856095249
1995Q2,728383,0.0450276021598306,0.0519927180158763,105544.3,4.60567329353709,11.566886048976,12.6996933091393,327647.4,5.3368071875862
1995Q3,728474,0.0396399533742464,0.0520697577621458,109812.1,4.04361012390058,11.6065260023503,12.7517630669015,345159.9,5.34492262108597
1995Q4,728566,0.00858143204770911,0.0711166052621355,110758.5,0.86183580862218,11.615107434398,12.8228796721636,370600.4,7.37064183875358
1996Q1,728658,0.0392811338480126,0.0344191181816225,115195.8,4.00628394209022,11.654388568246,12.8572987903453,383578.2,3.50183108275113
1996Q2,728749,0.0257515838747668,0.0404068900045527,118200.8,2.6086020497275,11.6801401521207,12.8977056803498,399394.8,4.12343558627679
1996Q3,728840,0.0299733144038061,0.0390358201905912,121797.3,3.04270360268288,11.7101134665245,12.9367415005404,415293.8,3.98077290941194
1996Q4,728932,0.0173474057708152,0.0401696555155961,123928.6,1.74987458671088,11.7274608722954,12.976911156056,432315.6,4.09873684605935
1997Q1,729024,0.00739781183252575,0.0369518927438417,124848.8,0.742524324490068,11.7348586841279,13.0138630487998,448589.3,3.7643101474941
1997Q2,729114,0.0411407933790713,0.0437192180444903,130092.3,4.19988017505974,11.775999477507,13.0575822668443,468636.3,4.4688983887935
1997Q3,729205,0.0280735481680949,0.0458659413563769,133796.2,2.84713238216252,11.8040730256751,13.1034482082007,490631.3,4.69340509900749
1997Q4,729297,0.033396676479521,0.052943386190254,138340,3.3960605757114,11.8374697021546,13.156391594391,517306.9,5.43699515297944
1998Q1,729389,-0.0474831179026207,0.0785078328392856,131924.7,-4.63734277866126,11.789986584252,13.2348994272302,559556.3,8.16718276906803
1998Q2,729479,-0.0321466828837416,0.0452928285561693,127751.2,-3.1635470840563,11.7578399013682,13.2801922557864,585482.9,4.63342115887178
1998Q3,729570,0.00499255746715477,0.060243114291751,128390.6,0.500504104853827,11.7628324588354,13.3404353700782,621838.3,6.20947255675615
1998Q4,729662,0.0062503551878077,0.0282634163930542,129195.6,0.62699294185089,11.7690828140232,13.3686987864712,639664.3,2.86666163856424
1999Q1,729754,0.0423407685221537,0.0396173690169146,134783.3,4.32499249200435,11.8114235825453,13.4083161554881,665514.8,4.04126039236519
1999Q2,729844,0.0293246773838494,0.00723073366167881,138794.3,2.97588796238111,11.8407482599292,13.4155468891498,670344.4,0.72569385384067
1999Q3,729935,0.0534855403044148,0.0130334730265957,146419.9,5.49417375209214,11.8942338002336,13.4285803621764,679138.5,1.3118778944077
1999Q4,730027,0.025204890044682,-0.00975695159281464,150157.3,2.55252189080855,11.9194386902783,13.4188234105836,672544.4,-0.970950697096395
2000Q1,730119,0.0243018402676078,0.0179642086223648,153851.1,2.45995366192653,11.9437405305459,13.436787619206,684735.3,1.81265355863494
2000Q2,730210,0.0111844585104794,-0.0015060947056309,155581.5,1.12472384012854,11.9549249890564,13.4352815245003,683704.8,-0.150496111417064
2000Q3,730301,0.0294798906522971,0.0203145622039393,160236.3,2.99187242699164,11.9844048797087,13.4555960867043,697736,2.05223072881746
2000Q4,730393,0.0044155763054281,0.014177913027476,160945.4,0.442533932698153,11.9888204560141,13.4697739997317,707698.9,1.42788963160851
